id,country,country_2,city,institution,cond,response,above40,male,coworkers,computer,other_bystanders
12361,6,China,230,1,1,100,0,1,1,1,0
12203,6,China,187,2,0,0,0,0,1,0,1
12064,6,China,47,1,1,0,0,0,0,0,1
12156,6,China,82,1,1,0,0,1,1,0,1
12174,6,China,82,4,0,100,1,0,1,0,1
12281,6,China,189,3,0,0,0,1,1,1,1
12314,6,China,208,1,1,100,0,0,1,1,0
12048,6,China,19,5,0,0,1,1,0,0,0
12139,6,China,78,4,1,0,0,0,0,1,1
12163,6,China,82,2,1,0,0,1,0,0,1
12240,6,China,187,4,1,100,1,1,0,1,1
12137,6,China,78,4,1,0,0,1,0,1,1
12099,6,China,47,5,1,0,0,1,1,0,1
12021,6,China,19,2,1,0,0,0,1,0,0
12023,6,China,19,3,0,0,0,0,1,1,0
12326,6,China,208,3,0,0,0,0,0,1,1
12155,6,China,82,1,1,0,1,0,0,0,1
12097,6,China,47,5,1,100,0,0,0,1,1
12234,6,China,187,4,0,0,0,0,0,1,1
12236,6,China,187,4,0,0,0,1,1,1,1
12019,6,China,19,2,1,0,0,0,0,0,1
12012,6,China,19,2,0,0,0,0,1,0,1
12215,6,China,187,2,1,0,0,0,1,1,0
12257,6,China,189,1,0,0,0,0,0,1,1
12146,6,China,78,5,1,0,0,1,1,0,0
12020,6,China,19,2,1,0,0,0,1,0,1
12081,6,China,47,3,1,0,0,1,0,0,0
12212,6,China,187,2,1,100,0,1,1,0,0
12222,6,China,187,3,0,0,0,0,1,1,0
12183,6,China,82,5,1,0,1,1,0,0,0
12379,6,China,230,4,0,0,0,0,0,0,1
12033,6,China,19,4,0,0,1,0,0,0,0
12349,6,China,208,5,1,0,1,1,1,0,1
12054,6,China,19,5,1,100,1,1,1,0,0
12217,6,China,187,3,0,0,0,1,1,1,0
12182,6,China,82,5,0,0,1,1,0,0,0
12147,6,China,78,5,1,0,0,0,0,1,1
12101,6,China,78,1,0,0,0,1,1,1,1
12104,6,China,78,1,0,0,1,0,0,0,1
12363,6,China,230,2,0,0,0,0,0,0,0
12386,6,China,230,4,1,0,1,0,1,1,1
12381,6,China,230,4,0,0,0,0,0,1,1
12286,6,China,189,3,1,0,0,0,1,1,1
12207,6,China,187,2,0,0,0,0,1,1,0
12290,6,China,189,4,0,0,0,1,0,1,0
12305,6,China,189,5,1,0,1,1,1,0,1
12204,6,China,187,2,0,0,1,0,1,0,1
12304,6,China,189,5,1,0,1,1,1,0,0
12053,6,China,19,5,1,100,1,0,1,0,1
12231,6,China,187,4,0,0,0,0,1,1,0
12241,6,China,187,4,1,0,0,0,0,1,1
12275,6,China,189,2,1,0,1,1,1,0,1
12312,6,China,208,1,0,0,1,0,1,1,1
12259,6,China,189,1,0,0,0,0,1,1,1
12008,6,China,19,1,1,0,1,1,1,0,1
12334,6,China,208,4,0,0,0,1,0,0,1
12261,6,China,189,1,0,0,0,1,1,1,0
12366,6,China,230,2,0,0,0,0,1,0,0
12276,6,China,189,2,1,100,1,1,1,0,0
12110,6,China,78,1,1,0,0,1,1,0,1
12238,6,China,187,4,1,100,0,0,1,1,1
12346,6,China,208,5,0,0,0,1,0,0,1
12320,6,China,208,2,0,0,1,1,1,0,0
12301,6,China,189,5,1,100,0,1,1,0,0
12055,6,China,19,5,1,0,0,1,1,1,1
12267,6,China,189,1,1,100,0,0,0,0,1
12036,6,China,19,4,0,0,0,0,1,0,1
12297,6,China,189,5,0,0,0,0,1,1,0
12028,6,China,19,3,1,0,0,1,0,1,1
12344,6,China,208,5,0,0,1,1,1,0,0
12271,6,China,189,2,0,0,0,0,1,0,0
12357,6,China,230,1,0,0,0,1,1,0,1
12010,6,China,19,2,0,0,0,0,1,0,0
12175,6,China,82,4,0,0,0,0,1,0,0
12339,6,China,208,4,1,0,0,0,1,0,0
12296,6,China,189,5,0,0,1,1,0,0,0
12324,6,China,208,2,1,100,1,0,0,0,1
12114,6,China,78,2,0,0,1,0,0,0,0
12057,6,China,47,1,0,0,0,0,0,0,1
12219,6,China,187,3,0,0,1,0,1,1,0
12348,6,China,208,5,0,0,1,1,1,1,1
12201,6,China,187,2,0,0,1,1,0,0,1
12193,6,China,187,1,0,0,0,0,0,1,1
12083,6,China,47,3,1,0,0,0,1,1,0
12052,6,China,19,5,1,0,1,1,1,0,1
12250,6,China,187,5,0,0,1,1,0,0,1
12332,6,China,208,3,1,100,0,0,0,1,1
12378,6,China,230,3,1,0,0,1,0,1,1
12043,6,China,19,4,1,0,0,0,1,1,1
12056,6,China,19,5,1,0,0,1,1,0,0
12129,6,China,78,3,1,0,0,1,1,1,1
12066,6,China,47,2,0,0,0,1,0,0,0
12103,6,China,78,1,0,0,0,0,0,1,1
12123,6,China,78,3,0,0,0,0,1,1,0
12002,6,China,19,1,1,100,1,0,1,0,1
12082,6,China,47,3,1,0,0,1,1,1,0
12196,6,China,187,1,1,0,0,0,1,1,0
12333,6,China,208,3,1,0,0,0,0,1,1
12197,6,China,187,1,1,0,0,1,1,1,1
12164,6,China,82,2,1,100,1,1,0,0,0
12372,6,China,230,3,0,0,1,0,0,1,0
12300,6,China,189,5,0,100,0,0,1,0,0
12360,6,China,230,1,1,0,0,1,1,1,1
12211,6,China,187,2,1,0,1,0,1,0,0
12336,6,China,208,4,0,0,0,0,0,0,1
12037,6,China,19,4,1,0,1,0,1,1,0
12077,6,China,47,3,0,0,0,0,1,1,1
12354,6,China,208,5,1,100,1,1,0,0,1
12121,6,China,78,3,0,0,0,0,1,1,1
12089,6,China,47,4,1,0,0,0,1,0,1
12061,6,China,47,1,0,100,0,0,1,0,1
12132,6,China,78,4,0,0,0,0,0,0,1
12135,6,China,78,4,1,100,1,1,1,1,0
12092,6,China,47,5,0,0,1,1,1,1,1
12329,6,China,208,3,0,0,0,0,1,1,1
12026,6,China,19,3,0,0,0,0,0,1,1
12188,6,China,187,1,0,100,0,0,0,0,1
12181,6,China,82,5,0,0,0,1,1,1,0
12331,6,China,208,3,1,0,0,1,0,1,0
12287,6,China,189,3,1,100,0,1,0,1,1
12283,6,China,189,3,1,0,0,1,1,1,1
12233,6,China,187,4,0,0,0,1,0,0,1
12105,6,China,78,1,0,0,1,1,0,0,1
12322,6,China,208,2,1,0,1,1,0,0,0
12143,6,China,78,5,0,0,1,1,0,0,0
12218,6,China,187,3,0,0,1,0,0,1,1
12277,6,China,189,2,1,0,0,0,1,1,0
12225,6,China,187,3,1,0,0,1,0,0,1
12266,6,China,189,1,1,100,0,0,1,0,0
12032,6,China,19,4,0,0,1,1,0,0,1
12013,6,China,19,2,0,0,0,0,1,0,0
12100,6,China,47,5,1,100,1,1,0,0,1
12389,6,China,230,5,0,0,1,1,1,1,1
12094,6,China,47,5,0,0,1,1,1,0,1
12394,6,China,230,5,1,0,0,0,0,1,1
12376,6,China,230,3,1,0,0,0,1,1,0
12265,6,China,189,1,1,0,0,0,0,1,1
12369,6,China,230,2,1,0,1,1,1,0,1
12239,6,China,187,4,1,0,0,0,1,1,1
12295,6,China,189,4,1,0,0,1,1,0,0
12210,6,China,187,2,1,0,0,1,0,0,1
12009,6,China,19,2,0,0,1,1,1,0,1
12323,6,China,208,2,1,0,1,1,0,0,0
12352,6,China,208,5,1,0,0,1,1,0,1
12165,6,China,82,2,1,0,0,1,1,0,0
12180,6,China,82,5,0,0,0,1,1,0,0
12086,6,China,47,4,0,0,0,0,0,1,0
12062,6,China,47,1,1,0,1,0,0,0,1
12031,6,China,19,3,1,100,0,0,1,0,0
12216,6,China,187,2,1,0,1,1,0,0,0
12084,6,China,47,3,1,0,0,1,0,1,1
12192,6,China,187,1,0,0,0,0,1,1,0
12014,6,China,19,2,0,0,0,0,0,0,1
12047,6,China,19,5,0,0,0,1,1,0,1
12157,6,China,82,1,1,0,0,0,1,1,0
12078,6,China,47,3,0,0,0,0,0,1,1
12071,6,China,47,2,1,0,1,0,0,0,0
12208,6,China,187,2,1,100,0,0,1,1,0
12230,6,China,187,4,0,0,0,0,0,1,0
12269,6,China,189,2,0,100,0,0,1,1,1
12342,6,China,208,4,1,0,0,0,1,1,0
12111,6,China,78,1,1,0,0,1,0,0,1
12367,6,China,230,2,1,0,1,1,1,0,0
12282,6,China,189,3,0,100,0,1,0,0,1
12303,6,China,189,5,1,0,0,0,1,1,1
12347,6,China,208,5,0,0,1,1,1,0,1
12235,6,China,187,4,0,0,0,0,1,1,1
12288,6,China,189,4,0,0,0,0,1,0,1
12159,6,China,82,2,0,0,0,1,0,0,0
12169,6,China,82,3,1,100,0,0,0,1,1
12258,6,China,189,1,0,100,0,0,1,1,1
12122,6,China,78,3,0,0,1,0,0,1,0
12070,6,China,47,2,1,0,0,0,0,0,0
12118,6,China,78,2,1,100,1,0,0,0,0
12256,6,China,187,5,1,0,0,1,0,0,1
12289,6,China,189,4,0,0,1,0,0,1,0
12377,6,China,230,3,1,0,0,0,0,0,0
12371,6,China,230,3,0,100,0,0,1,1,1
12128,6,China,78,3,1,0,0,0,1,0,0
12087,6,China,47,4,0,0,1,0,1,1,1
12034,6,China,19,4,0,0,1,1,1,0,1
12005,6,China,19,1,1,100,0,0,1,0,1
12307,6,China,189,5,1,0,0,0,0,1,1
12355,6,China,230,1,0,0,0,0,1,0,1
12173,6,China,82,4,0,0,0,0,1,1,1
12185,6,China,82,5,1,0,0,0,0,1,0
12150,6,China,78,5,1,0,0,1,1,1,1
12177,6,China,82,4,1,0,0,1,1,1,0
12113,6,China,78,2,0,0,0,1,1,0,0
12152,6,China,82,1,0,0,0,1,0,0,1
12205,6,China,187,2,0,0,0,0,1,0,1
12358,6,China,230,1,0,0,0,0,1,1,1
12190,6,China,187,1,0,0,0,0,1,1,0
12194,6,China,187,1,1,0,1,1,1,0,1
12243,6,China,187,4,1,0,0,1,0,0,1
12198,6,China,187,1,1,0,1,1,0,1,1
12186,6,China,82,5,1,0,0,1,0,0,0
12252,6,China,187,5,1,0,1,1,0,0,0
12096,6,China,47,5,1,0,1,0,1,1,1
12337,6,China,208,4,0,0,0,0,1,0,1
12153,6,China,82,1,0,0,0,0,0,0,1
12247,6,China,187,5,0,0,1,1,1,1,0
12112,6,China,78,2,0,0,1,1,1,0,1
12017,6,China,19,2,1,0,0,1,0,0,1
12249,6,China,187,5,0,0,0,0,0,1,1
12171,6,China,82,3,1,0,1,1,1,0,0
12359,6,China,230,1,1,100,1,0,1,1,1
12214,6,China,187,2,1,0,0,1,0,0,0
12244,6,China,187,4,1,100,1,0,1,1,0
12134,6,China,78,4,0,0,1,1,0,0,1
12090,6,China,47,4,1,0,1,0,1,1,1
12345,6,China,208,5,0,0,0,1,0,0,0
12393,6,China,230,5,1,0,1,0,0,1,0
12158,6,China,82,2,0,0,0,1,0,0,1
12280,6,China,189,3,0,0,0,0,1,1,0
12075,6,China,47,3,0,0,0,0,0,1,1
12022,6,China,19,3,0,0,0,0,0,1,1
12350,6,China,208,5,1,0,1,1,1,1,1
12262,6,China,189,1,0,0,1,1,1,0,0
12327,6,China,208,3,0,0,0,0,0,1,1
12187,6,China,187,1,0,0,0,1,0,0,1
12029,6,China,19,3,1,0,0,1,0,1,1
12172,6,China,82,3,1,0,1,1,0,0,0
12148,6,China,78,5,1,100,1,0,0,0,0
12067,6,China,47,2,0,0,0,0,0,0,1
12130,6,China,78,4,0,0,0,1,0,1,0
12392,6,China,230,5,1,0,0,0,0,0,1
12024,6,China,19,3,0,0,0,0,0,1,1
12085,6,China,47,4,0,0,0,1,0,1,0
12268,6,China,189,2,0,0,0,0,1,1,1
12199,6,China,187,1,1,0,0,0,1,1,0
12079,6,China,47,3,0,0,0,0,1,1,1
12063,6,China,47,1,1,0,1,1,0,0,0
12015,6,China,19,2,0,0,0,1,1,0,1
12117,6,China,78,2,1,0,1,1,0,0,0
12151,6,China,82,1,0,0,0,0,0,1,1
12255,6,China,187,5,1,0,1,1,0,1,1
12382,6,China,230,4,0,0,0,0,0,1,0
12162,6,China,82,2,1,0,0,1,0,0,1
12060,6,China,47,1,0,0,0,0,0,0,1
12004,6,China,19,1,1,0,0,0,1,0,1
12370,6,China,230,2,1,100,0,1,0,0,0
12311,6,China,208,1,0,0,0,0,1,0,1
12074,6,China,47,2,1,0,0,1,0,0,0
12338,6,China,208,4,0,0,0,1,1,0,0
12220,6,China,187,3,0,0,0,0,1,1,1
12306,6,China,189,5,1,0,1,1,1,1,1
12178,6,China,82,4,1,0,0,0,1,0,1
12136,6,China,78,4,1,0,1,0,0,1,0
12184,6,China,82,5,1,0,0,1,1,0,1
12200,6,China,187,1,1,0,1,1,1,0,1
12138,6,China,78,4,1,0,1,0,0,1,1
12093,6,China,47,5,0,0,0,1,1,1,1
12224,6,China,187,3,1,0,1,1,0,1,1
12298,6,China,189,5,0,100,0,1,1,0,1
12299,6,China,189,5,0,0,1,1,1,1,1
12904,8,Czech Republic,158,5,0,0,1,0,0,1,1
12823,8,Czech Republic,153,2,1,100,1,0,0,1,0
13027,8,Czech Republic,173,3,0,100,0,0,0,1,0
13074,8,Czech Republic,173,5,0,0,1,0,0,1,0
12788,8,Czech Republic,108,2,1,100,0,0,1,1,1
12925,8,Czech Republic,168,2,0,100,1,0,0,1,0
12822,8,Czech Republic,153,2,1,0,1,0,0,1,1
12853,8,Czech Republic,158,1,0,0,0,0,0,1,0
12764,8,Czech Republic,37,5,1,100,1,0,0,1,0
12762,8,Czech Republic,37,5,0,100,1,0,0,1,1
12901,8,Czech Republic,158,5,0,100,0,0,0,1,1
12818,8,Czech Republic,153,2,0,100,1,0,0,1,0
12958,8,Czech Republic,168,5,1,100,1,0,1,1,1
12854,8,Czech Republic,158,1,1,100,0,1,1,1,1
13086,8,Czech Republic,173,5,1,0,0,1,1,1,1
13089,8,Czech Republic,173,5,1,100,1,1,1,1,1
13025,8,Czech Republic,173,3,0,0,1,1,1,1,1
12862,8,Czech Republic,158,2,0,100,1,0,1,1,1
13001,8,Czech Republic,173,2,1,100,1,0,0,1,1
12846,8,Czech Republic,158,1,0,0,1,0,0,1,1
12916,8,Czech Republic,168,1,0,100,0,1,0,1,1
12779,8,Czech Republic,108,1,1,100,1,0,0,1,1
12935,8,Czech Republic,168,3,0,100,0,0,1,1,1
13062,8,Czech Republic,173,4,1,100,1,0,0,1,0
12828,8,Czech Republic,153,3,0,100,0,0,0,0,0
12717,8,Czech Republic,37,2,0,100,0,0,1,1,1
13042,8,Czech Republic,173,3,1,100,1,0,1,1,1
12968,8,Czech Republic,173,1,0,100,0,0,0,1,1
12719,8,Czech Republic,37,2,1,0,1,0,0,1,1
12799,8,Czech Republic,108,5,0,0,1,0,1,1,1
12983,8,Czech Republic,173,1,1,0,0,0,1,1,1
12995,8,Czech Republic,173,2,0,100,0,1,0,1,1
12872,8,Czech Republic,158,2,1,100,0,0,1,1,1
12804,8,Czech Republic,108,5,1,100,1,0,1,1,1
12896,8,Czech Republic,158,4,1,0,1,0,0,1,1
12745,8,Czech Republic,37,4,0,100,0,0,1,1,1
12984,8,Czech Republic,173,1,1,100,1,0,0,1,1
12852,8,Czech Republic,158,1,0,100,1,0,0,1,1
13063,8,Czech Republic,173,4,1,0,0,1,1,1,1
12703,8,Czech Republic,37,1,1,100,0,0,1,1,1
13055,8,Czech Republic,173,4,1,0,1,0,0,1,1
12793,8,Czech Republic,108,3,1,100,0,0,0,1,1
12755,8,Czech Republic,37,4,1,0,1,0,0,1,1
12726,8,Czech Republic,37,3,0,0,0,1,0,1,1
12885,8,Czech Republic,158,3,1,0,1,0,0,1,1
13053,8,Czech Republic,173,4,1,100,0,0,0,1,1
13048,8,Czech Republic,173,4,0,0,0,0,0,1,1
13034,8,Czech Republic,173,3,1,100,0,1,0,0,1
12827,8,Czech Republic,153,3,0,100,1,0,0,1,0
12732,8,Czech Republic,37,3,0,100,0,0,0,1,0
12765,8,Czech Republic,37,5,1,100,0,1,1,1,1
13019,8,Czech Republic,173,3,0,0,0,0,0,1,0
12998,8,Czech Republic,173,2,0,0,1,0,0,1,1
13012,8,Czech Republic,173,2,1,100,0,1,0,1,1
13005,8,Czech Republic,173,2,1,100,0,0,0,1,1
13002,8,Czech Republic,173,2,1,100,0,0,1,1,1
12942,8,Czech Republic,168,3,1,100,0,0,0,1,0
12996,8,Czech Republic,173,2,0,100,0,0,1,1,1
12985,8,Czech Republic,173,1,1,0,1,0,0,1,1
12976,8,Czech Republic,173,1,1,100,0,0,0,1,1
12936,8,Czech Republic,168,3,0,0,1,0,0,1,0
12790,8,Czech Republic,108,3,0,100,0,0,0,1,1
12704,8,Czech Republic,37,1,1,100,0,1,1,1,1
12966,8,Czech Republic,173,1,0,0,1,0,0,1,1
12918,8,Czech Republic,168,1,1,100,0,1,0,1,0
12696,8,Czech Republic,37,1,0,100,1,1,0,1,1
13069,8,Czech Republic,173,5,0,100,1,1,0,0,0
12981,8,Czech Republic,173,1,1,100,0,1,0,1,1
13084,8,Czech Republic,173,5,1,100,0,1,0,1,1
12702,8,Czech Republic,37,1,0,100,0,1,1,1,1
12711,8,Czech Republic,37,2,0,100,0,0,0,0,0
12712,8,Czech Republic,37,2,0,100,1,1,0,1,0
12794,8,Czech Republic,108,3,1,100,0,0,0,1,0
12713,8,Czech Republic,37,2,0,100,1,0,0,1,1
12714,8,Czech Republic,37,2,0,100,0,0,1,1,1
12723,8,Czech Republic,37,2,1,100,0,0,1,1,1
12728,8,Czech Republic,37,3,0,0,1,1,1,1,1
12980,8,Czech Republic,173,1,1,100,0,0,0,1,0
12744,8,Czech Republic,37,4,0,0,1,0,1,1,1
12959,8,Czech Republic,168,5,1,100,0,1,0,1,0
12875,8,Czech Republic,158,3,0,0,1,1,0,1,1
12791,8,Czech Republic,108,3,0,100,0,0,0,0,0
12970,8,Czech Republic,173,1,0,100,0,0,0,1,1
12769,8,Czech Republic,37,5,1,100,0,0,1,1,1
12927,8,Czech Republic,168,2,1,100,1,1,0,1,0
12772,8,Czech Republic,108,1,0,100,1,0,0,1,1
12774,8,Czech Republic,108,1,0,100,0,1,0,1,1
12780,8,Czech Republic,108,1,1,100,0,1,1,1,1
12789,8,Czech Republic,108,2,1,0,0,0,1,1,1
12783,8,Czech Republic,108,2,0,100,1,0,0,1,1
12784,8,Czech Republic,108,2,0,0,0,0,0,1,1
12787,8,Czech Republic,108,2,1,100,1,1,0,0,1
12777,8,Czech Republic,108,1,1,100,1,0,0,1,1
12800,8,Czech Republic,108,5,0,100,0,0,0,1,1
12776,8,Czech Republic,108,1,1,100,0,0,0,1,0
12805,8,Czech Republic,108,5,1,0,1,0,0,1,1
13080,8,Czech Republic,173,5,0,100,1,1,0,1,1
12923,8,Czech Republic,168,2,0,100,0,1,0,1,1
12743,8,Czech Republic,37,3,1,100,1,1,0,1,1
12819,8,Czech Republic,153,2,0,100,0,1,0,1,1
12821,8,Czech Republic,153,2,0,100,1,1,1,1,1
13065,8,Czech Republic,173,4,1,100,0,1,0,1,1
13000,8,Czech Republic,173,2,0,100,0,0,0,1,0
12930,8,Czech Republic,168,2,1,100,0,0,0,1,0
12746,8,Czech Republic,37,4,0,100,1,0,0,1,1
12842,8,Czech Republic,153,5,0,100,1,0,0,1,0
12812,8,Czech Republic,153,1,0,100,0,1,0,0,1
12708,8,Czech Republic,37,1,1,100,0,0,0,1,0
12807,8,Czech Republic,108,5,1,100,0,1,0,1,0
12924,8,Czech Republic,168,2,0,100,0,0,0,1,1
12886,8,Czech Republic,158,4,0,100,0,0,0,1,1
12731,8,Czech Republic,37,3,0,100,0,1,0,0,0
12750,8,Czech Republic,37,4,1,100,1,0,0,1,1
12939,8,Czech Republic,168,3,1,100,1,0,0,1,0
12883,8,Czech Republic,158,3,1,100,0,0,0,1,0
12869,8,Czech Republic,158,2,1,100,1,0,1,1,1
12952,8,Czech Republic,168,4,1,100,0,0,1,1,1
12956,8,Czech Republic,168,5,0,0,0,0,0,1,1
12868,8,Czech Republic,158,2,0,100,1,0,0,0,0
12817,8,Czech Republic,153,2,0,100,0,0,0,1,1
12860,8,Czech Republic,158,1,1,100,1,1,0,1,1
12857,8,Czech Republic,158,1,1,100,1,0,1,1,1
12856,8,Czech Republic,158,1,1,0,1,0,1,1,1
12937,8,Czech Republic,168,3,0,100,0,0,0,1,0
12801,8,Czech Republic,108,5,0,0,0,0,0,1,1
12876,8,Czech Republic,158,3,0,0,0,0,0,1,1
12870,8,Czech Republic,158,2,1,100,1,0,1,1,1
12947,8,Czech Republic,168,4,0,0,0,0,0,1,1
13092,8,Czech Republic,173,5,1,100,0,0,1,1,1
12838,8,Czech Republic,153,4,1,100,1,0,0,1,1
13060,8,Czech Republic,173,4,1,0,1,0,1,1,1
12929,8,Czech Republic,168,2,1,100,0,1,0,1,0
12841,8,Czech Republic,153,5,0,0,1,0,0,1,0
12920,8,Czech Republic,168,1,1,0,0,0,0,1,1
12831,8,Czech Republic,153,3,1,100,1,0,0,1,0
13087,8,Czech Republic,173,5,1,100,1,0,1,1,1
12753,8,Czech Republic,37,4,1,0,0,0,0,1,1
13067,8,Czech Republic,173,5,0,100,0,1,1,1,1
13015,8,Czech Republic,173,3,0,0,1,1,0,0,1
12747,8,Czech Republic,37,4,0,0,0,0,1,1,0
12758,8,Czech Republic,37,5,0,100,1,1,0,1,0
13045,8,Czech Republic,173,4,0,0,0,0,0,1,1
12760,8,Czech Republic,37,5,0,0,1,1,0,1,0
12895,8,Czech Republic,158,4,1,100,0,0,0,1,1
12839,8,Czech Republic,153,4,1,100,1,0,1,1,1
12951,8,Czech Republic,168,4,1,0,0,0,0,1,1
12855,8,Czech Republic,158,1,1,100,1,0,1,1,1
12903,8,Czech Republic,158,5,0,100,1,1,0,0,0
12928,8,Czech Republic,168,2,1,100,1,0,0,1,1
12796,8,Czech Republic,108,4,0,0,1,0,0,1,1
12963,8,Czech Republic,173,1,0,100,0,1,1,1,1
13006,8,Czech Republic,173,2,1,100,0,0,1,1,1
12973,8,Czech Republic,173,1,0,0,0,0,0,1,0
13022,8,Czech Republic,173,3,0,100,0,0,0,1,1
12844,8,Czech Republic,153,5,1,100,0,0,0,1,1
13077,8,Czech Republic,173,5,0,100,1,1,1,0,1
12798,8,Czech Republic,108,4,1,0,0,0,0,1,1
12775,8,Czech Republic,108,1,1,100,0,0,0,1,1
12748,8,Czech Republic,37,4,0,0,0,0,0,1,1
12825,8,Czech Republic,153,2,1,100,0,0,0,1,0
12977,8,Czech Republic,173,1,1,100,0,1,0,1,1
13017,8,Czech Republic,173,3,0,0,1,1,0,1,0
12890,8,Czech Republic,158,4,0,0,1,0,0,1,1
13039,8,Czech Republic,173,3,1,100,1,0,0,0,1
12778,8,Czech Republic,108,1,1,0,0,0,0,1,0
12997,8,Czech Republic,173,2,0,100,1,0,0,1,0
12756,8,Czech Republic,37,5,0,0,0,0,1,1,1
13030,8,Czech Republic,173,3,0,100,0,1,0,1,0
12945,8,Czech Republic,168,4,0,0,1,0,0,1,1
12907,8,Czech Republic,158,5,1,100,1,0,0,1,1
13070,8,Czech Republic,173,5,0,0,0,1,1,1,1
12955,8,Czech Republic,168,5,0,100,1,0,0,1,0
12795,8,Czech Republic,108,3,1,0,0,0,0,1,0
12718,8,Czech Republic,37,2,1,100,0,1,0,1,0
12695,8,Czech Republic,37,1,0,100,0,0,1,1,1
12971,8,Czech Republic,173,1,0,0,0,0,0,1,1
12710,8,Czech Republic,37,1,1,100,1,1,1,1,1
13024,8,Czech Republic,173,3,0,0,1,1,0,1,0
13033,8,Czech Republic,173,3,1,100,0,0,0,1,0
13011,8,Czech Republic,173,2,1,0,1,1,0,0,0
12994,8,Czech Republic,173,2,0,0,1,1,1,1,1
12910,8,Czech Republic,158,5,1,100,0,1,0,0,1
13050,8,Czech Republic,173,4,0,100,1,0,0,1,1
12845,8,Czech Republic,153,5,1,100,1,1,1,1,1
12754,8,Czech Republic,37,4,1,0,0,0,0,1,1
13071,8,Czech Republic,173,5,0,0,1,0,0,1,0
12833,8,Czech Republic,153,3,1,100,0,0,0,0,0
13082,8,Czech Republic,173,5,1,0,1,0,0,0,1
12725,8,Czech Republic,37,2,1,100,0,1,1,1,1
12768,8,Czech Republic,37,5,1,100,1,0,0,1,0
12767,8,Czech Republic,37,5,1,100,1,0,0,1,1
12898,8,Czech Republic,158,4,1,0,0,0,0,1,1
13052,8,Czech Republic,173,4,1,100,0,1,1,0,1
12859,8,Czech Republic,158,1,1,100,0,0,1,1,1
12792,8,Czech Republic,108,3,1,100,0,0,1,1,1
12814,8,Czech Republic,153,1,1,100,1,0,0,1,1
12999,8,Czech Republic,173,2,0,0,1,0,0,1,1
13090,8,Czech Republic,173,5,1,0,1,0,0,1,0
13035,8,Czech Republic,173,3,1,0,0,1,1,1,1
12944,8,Czech Republic,168,4,0,0,0,0,0,1,1
12865,8,Czech Republic,158,2,0,100,0,0,1,1,1
12752,8,Czech Republic,37,4,1,0,1,0,0,1,1
12897,8,Czech Republic,158,4,1,0,1,1,0,1,0
12848,8,Czech Republic,158,1,0,100,0,0,0,1,1
13059,8,Czech Republic,173,4,1,0,1,0,1,1,1
13004,8,Czech Republic,173,2,1,100,0,0,0,1,1
12730,8,Czech Republic,37,3,0,100,0,1,1,1,1
12850,8,Czech Republic,158,1,0,100,1,1,1,1,1
12847,8,Czech Republic,158,1,0,0,0,0,0,1,1
12902,8,Czech Republic,158,5,0,100,0,0,0,1,0
12882,8,Czech Republic,158,3,1,100,0,0,1,1,1
13032,8,Czech Republic,173,3,1,100,0,0,1,1,1
13047,8,Czech Republic,173,4,0,0,1,1,0,1,1
12849,8,Czech Republic,158,1,0,100,1,0,0,1,1
12986,8,Czech Republic,173,1,1,100,0,1,0,1,1
12729,8,Czech Republic,37,3,0,0,0,0,0,1,0
12840,8,Czech Republic,153,5,0,100,0,1,1,1,1
13083,8,Czech Republic,173,5,1,100,1,0,1,1,1
12892,8,Czech Republic,158,4,0,100,0,0,0,1,1
12991,8,Czech Republic,173,2,0,100,1,0,0,1,1
12701,8,Czech Republic,37,1,0,100,0,0,1,1,1
12941,8,Czech Republic,168,3,1,100,0,0,1,1,1
13051,8,Czech Republic,173,4,0,100,1,0,0,1,0
13003,8,Czech Republic,173,2,1,100,1,1,1,1,1
13036,8,Czech Republic,173,3,1,100,0,0,0,1,1
13040,8,Czech Republic,173,3,1,100,1,0,0,1,1
13029,8,Czech Republic,173,3,0,0,0,0,0,1,0
12700,8,Czech Republic,37,1,0,0,0,0,1,1,1
12931,8,Czech Republic,168,2,1,100,0,0,0,0,1
12948,8,Czech Republic,168,4,1,100,0,0,1,1,1
12722,8,Czech Republic,37,2,1,100,0,0,0,1,1
12832,8,Czech Republic,153,3,1,100,1,0,0,1,0
12858,8,Czech Republic,158,1,1,0,0,0,1,1,1
12736,8,Czech Republic,37,3,1,100,0,1,0,1,1
13018,8,Czech Republic,173,3,0,100,0,0,0,1,1
13088,8,Czech Republic,173,5,1,100,0,0,1,1,1
12864,8,Czech Republic,158,2,0,100,1,1,0,1,1
12962,8,Czech Republic,173,1,0,100,0,0,0,1,1
13078,8,Czech Republic,173,5,0,100,1,0,0,1,1
12721,8,Czech Republic,37,2,1,100,0,0,1,1,1
12757,8,Czech Republic,37,5,0,0,1,0,0,1,1
12734,8,Czech Republic,37,3,0,100,0,0,1,1,1
12706,8,Czech Republic,37,1,1,100,0,0,0,1,1
12908,8,Czech Republic,158,5,1,100,0,1,1,0,1
12771,8,Czech Republic,108,1,0,100,1,0,1,1,1
12880,8,Czech Republic,158,3,1,100,0,0,0,1,0
12911,8,Czech Republic,158,5,1,100,0,0,0,1,0
12843,8,Czech Republic,153,5,0,0,1,1,1,1,1
13008,8,Czech Republic,173,2,1,0,1,1,0,0,1
12961,8,Czech Republic,173,1,0,100,0,0,0,1,0
12727,8,Czech Republic,37,3,0,100,1,0,0,1,0
12738,8,Czech Republic,37,3,1,100,0,0,0,1,1
