id,country,country_2,response
10126,1,Argentina,100
10065,1,Argentina,0
10380,1,Argentina,0
10211,1,Argentina,100
10094,1,Argentina,0
10316,1,Argentina,100
10311,1,Argentina,100
10303,1,Argentina,0
10194,1,Argentina,100
10400,1,Argentina,0
10370,1,Argentina,100
10225,1,Argentina,0
10168,1,Argentina,100
10377,1,Argentina,100
10199,1,Argentina,0
10035,1,Argentina,100
10247,1,Argentina,100
10269,1,Argentina,0
10368,1,Argentina,0
10258,1,Argentina,0
10330,1,Argentina,100
10267,1,Argentina,100
10124,1,Argentina,100
10163,1,Argentina,100
10392,1,Argentina,0
10323,1,Argentina,0
10135,1,Argentina,100
10396,1,Argentina,0
10365,1,Argentina,0
10125,1,Argentina,100
10382,1,Argentina,0
10161,1,Argentina,100
10259,1,Argentina,100
10086,1,Argentina,100
10088,1,Argentina,100
10063,1,Argentina,0
10204,1,Argentina,0
10348,1,Argentina,0
10273,1,Argentina,100
10381,1,Argentina,0
10172,1,Argentina,0
10349,1,Argentina,0
10297,1,Argentina,100
10091,1,Argentina,0
10116,1,Argentina,100
10394,1,Argentina,100
10198,1,Argentina,100
10182,1,Argentina,100
10326,1,Argentina,0
10399,1,Argentina,0
10008,1,Argentina,100
10359,1,Argentina,0
10138,1,Argentina,0
10389,1,Argentina,0
10132,1,Argentina,0
10296,1,Argentina,100
10347,1,Argentina,0
10046,1,Argentina,0
10032,1,Argentina,0
10137,1,Argentina,0
10244,1,Argentina,0
10127,1,Argentina,0
10278,1,Argentina,0
10196,1,Argentina,0
10076,1,Argentina,0
10099,1,Argentina,0
10166,1,Argentina,100
10314,1,Argentina,0
10043,1,Argentina,100
10343,1,Argentina,0
10383,1,Argentina,0
10298,1,Argentina,0
10160,1,Argentina,100
10165,1,Argentina,100
10027,1,Argentina,100
10321,1,Argentina,0
10233,1,Argentina,100
10406,2,Australia,100
10698,2,Australia,100
10701,2,Australia,0
10724,2,Australia,100
10415,2,Australia,100
10721,2,Australia,0
10766,2,Australia,100
10711,2,Australia,100
10414,2,Australia,100
10708,2,Australia,0
10705,2,Australia,0
10726,2,Australia,100
10792,2,Australia,100
10402,2,Australia,100
10419,2,Australia,100
10515,2,Australia,100
10531,2,Australia,100
10787,2,Australia,100
10728,2,Australia,0
10738,2,Australia,0
10679,2,Australia,100
10514,2,Australia,100
10745,2,Australia,100
10642,2,Australia,100
10748,2,Australia,0
10529,2,Australia,0
10629,2,Australia,0
10417,2,Australia,100
10761,2,Australia,100
10401,2,Australia,100
10759,2,Australia,0
10466,2,Australia,100
10762,2,Australia,0
10437,2,Australia,0
10686,2,Australia,100
10420,2,Australia,100
10508,2,Australia,0
10424,2,Australia,100
10703,2,Australia,0
10768,2,Australia,100
10433,2,Australia,100
10435,2,Australia,100
10551,2,Australia,0
10540,2,Australia,100
10677,2,Australia,0
10446,2,Australia,0
10426,2,Australia,0
10674,2,Australia,0
10671,2,Australia,100
10615,2,Australia,0
10666,2,Australia,0
10662,2,Australia,100
10655,2,Australia,0
10660,2,Australia,100
10599,2,Australia,100
10461,2,Australia,100
10471,2,Australia,100
10641,2,Australia,100
10650,2,Australia,100
10462,2,Australia,0
10749,2,Australia,100
10475,2,Australia,100
10631,2,Australia,100
10404,2,Australia,0
10458,2,Australia,0
10489,2,Australia,0
10464,2,Australia,100
10630,2,Australia,0
10502,2,Australia,100
10627,2,Australia,100
10625,2,Australia,0
10736,2,Australia,100
10619,2,Australia,100
10523,2,Australia,100
10526,2,Australia,100
10500,2,Australia,100
10618,2,Australia,0
10537,2,Australia,0
10541,2,Australia,100
10483,2,Australia,0
10663,2,Australia,100
10767,2,Australia,100
10493,2,Australia,100
10557,2,Australia,100
10553,2,Australia,100
10603,2,Australia,100
10472,2,Australia,0
10555,2,Australia,100
10676,2,Australia,100
10445,2,Australia,100
10796,2,Australia,0
10595,2,Australia,100
10710,2,Australia,100
10586,2,Australia,100
10566,2,Australia,0
10581,2,Australia,100
10582,2,Australia,100
10583,2,Australia,100
10732,2,Australia,100
10416,2,Australia,0
10544,2,Australia,100
10780,2,Australia,100
10718,2,Australia,0
10497,2,Australia,0
10691,2,Australia,0
10457,2,Australia,100
10512,2,Australia,100
10490,2,Australia,100
10716,2,Australia,100
10727,2,Australia,100
10573,2,Australia,100
10680,2,Australia,100
10606,2,Australia,100
10441,2,Australia,100
10610,2,Australia,0
10714,2,Australia,0
10773,2,Australia,100
10782,2,Australia,100
10755,2,Australia,0
10684,2,Australia,100
10598,2,Australia,0
10752,2,Australia,100
10454,2,Australia,100
10412,2,Australia,0
10463,2,Australia,100
10659,2,Australia,0
10694,2,Australia,100
10723,2,Australia,0
10651,2,Australia,0
10481,2,Australia,100
10661,2,Australia,100
10697,2,Australia,100
10770,2,Australia,100
10779,2,Australia,0
10556,2,Australia,100
10456,2,Australia,100
10771,2,Australia,100
10548,2,Australia,100
10522,2,Australia,0
10443,2,Australia,0
10543,2,Australia,100
10539,2,Australia,100
10536,2,Australia,0
10578,2,Australia,100
10447,2,Australia,100
10538,2,Australia,0
10409,2,Australia,100
10657,2,Australia,100
10614,2,Australia,0
10427,2,Australia,100
10709,2,Australia,100
10652,2,Australia,0
10720,2,Australia,0
10589,2,Australia,100
10602,2,Australia,100
10534,2,Australia,100
10520,2,Australia,100
10455,2,Australia,100
10645,2,Australia,0
10410,2,Australia,100
10611,2,Australia,0
10505,2,Australia,0
10485,2,Australia,0
10509,2,Australia,100
10669,2,Australia,100
10685,2,Australia,100
10450,2,Australia,100
10757,2,Australia,0
10607,2,Australia,100
10797,2,Australia,100
10572,2,Australia,100
10495,2,Australia,0
10468,2,Australia,100
10579,2,Australia,100
10470,2,Australia,100
10688,2,Australia,100
10585,2,Australia,0
10425,2,Australia,100
10693,2,Australia,0
10452,2,Australia,100
10722,2,Australia,100
10742,2,Australia,100
10499,2,Australia,100
10596,2,Australia,100
10639,2,Australia,100
10480,2,Australia,100
10668,2,Australia,100
10682,2,Australia,100
10750,2,Australia,0
10528,2,Australia,0
10634,2,Australia,100
10754,2,Australia,100
10740,2,Australia,100
10702,2,Australia,0
10737,2,Australia,0
10494,2,Australia,100
10448,2,Australia,0
10605,2,Australia,100
10665,2,Australia,0
10649,2,Australia,100
10535,2,Australia,0
10623,2,Australia,0
10575,2,Australia,0
10789,2,Australia,0
10411,2,Australia,100
10568,2,Australia,0
10764,2,Australia,0
10576,2,Australia,100
10683,2,Australia,100
10747,2,Australia,100
10692,2,Australia,0
10451,2,Australia,100
10507,2,Australia,100
10608,2,Australia,100
10498,2,Australia,0
10734,2,Australia,100
10569,2,Australia,100
10729,2,Australia,100
10712,2,Australia,100
10640,2,Australia,100
10453,2,Australia,100
10584,2,Australia,100
10524,2,Australia,0
10675,2,Australia,0
10715,2,Australia,100
10438,2,Australia,100
10681,2,Australia,100
10775,2,Australia,0
10442,2,Australia,100
10422,2,Australia,100
10440,2,Australia,100
10486,2,Australia,0
10785,2,Australia,100
10588,2,Australia,100
10436,2,Australia,0
10562,2,Australia,0
10646,2,Australia,0
10516,2,Australia,100
10563,2,Australia,100
10643,2,Australia,100
10407,2,Australia,100
10503,2,Australia,100
10609,2,Australia,100
10656,2,Australia,0
10513,2,Australia,100
10687,2,Australia,100
10635,2,Australia,100
10784,2,Australia,0
10473,2,Australia,0
10477,2,Australia,100
10592,2,Australia,100
10467,2,Australia,100
10431,2,Australia,0
10647,2,Australia,100
10580,2,Australia,100
10790,2,Australia,100
10622,2,Australia,100
10484,2,Australia,0
10479,2,Australia,100
10778,2,Australia,0
10560,2,Australia,0
10405,2,Australia,100
10408,2,Australia,100
10532,2,Australia,100
10744,2,Australia,100
10460,2,Australia,100
10735,2,Australia,0
10482,2,Australia,100
10621,2,Australia,100
10636,2,Australia,0
10706,2,Australia,100
10594,2,Australia,0
10570,2,Australia,0
10772,2,Australia,100
10632,2,Australia,100
10793,2,Australia,100
10758,2,Australia,100
10546,2,Australia,0
10439,2,Australia,100
10506,2,Australia,100
10725,2,Australia,100
10624,2,Australia,0
10731,2,Australia,100
10432,2,Australia,0
10488,2,Australia,0
10567,2,Australia,0
10783,2,Australia,0
10707,2,Australia,100
10518,2,Australia,0
10597,2,Australia,0
10593,2,Australia,0
10429,2,Australia,0
10449,2,Australia,100
10794,2,Australia,100
10565,2,Australia,100
10751,2,Australia,100
10527,2,Australia,100
10673,2,Australia,0
10633,2,Australia,100
10777,2,Australia,0
10644,2,Australia,100
10799,2,Australia,100
10654,2,Australia,0
10788,2,Australia,0
10690,2,Australia,0
10733,2,Australia,0
10559,2,Australia,0
10781,2,Australia,0
10678,2,Australia,100
10561,2,Australia,0
10695,2,Australia,0
10545,2,Australia,0
10474,2,Australia,0
10616,2,Australia,0
10667,2,Australia,100
10444,2,Australia,100
10552,2,Australia,100
10428,2,Australia,0
10521,2,Australia,100
10774,2,Australia,0
10554,2,Australia,0
10620,2,Australia,0
10717,2,Australia,100
10423,2,Australia,100
10798,2,Australia,100
10519,2,Australia,0
10664,2,Australia,100
10418,2,Australia,100
10465,2,Australia,100
10746,2,Australia,100
10501,2,Australia,0
10713,2,Australia,100
10492,2,Australia,0
10637,2,Australia,100
10612,2,Australia,100
10672,2,Australia,0
10558,2,Australia,100
10571,2,Australia,0
10478,2,Australia,100
10704,2,Australia,0
10700,2,Australia,100
10587,2,Australia,0
10739,2,Australia,100
10763,2,Australia,100
10626,2,Australia,100
10533,2,Australia,0
10613,2,Australia,0
10741,2,Australia,100
10699,2,Australia,0
10776,2,Australia,0
10719,2,Australia,0
10421,2,Australia,0
10459,2,Australia,0
10487,2,Australia,100
10600,2,Australia,0
10434,2,Australia,100
10525,2,Australia,100
10510,2,Australia,100
10670,2,Australia,100
10530,2,Australia,0
10658,2,Australia,100
10476,2,Australia,0
10496,2,Australia,0
10577,2,Australia,100
10648,2,Australia,100
10765,2,Australia,0
10511,2,Australia,100
10743,2,Australia,0
10430,2,Australia,100
10791,2,Australia,100
10517,2,Australia,0
10549,2,Australia,0
10550,2,Australia,0
10604,2,Australia,100
10601,2,Australia,100
10504,2,Australia,100
10786,2,Australia,100
10760,2,Australia,0
10591,2,Australia,100
10756,2,Australia,0
10638,2,Australia,100
10653,2,Australia,100
10564,2,Australia,0
10574,2,Australia,0
10730,2,Australia,100
10469,2,Australia,100
10628,2,Australia,0
10769,2,Australia,0
10542,2,Australia,0
10547,2,Australia,0
10617,2,Australia,100
10403,2,Australia,0
10491,2,Australia,100
10689,2,Australia,0
10413,2,Australia,0
10753,2,Australia,0
10795,2,Australia,100
10590,2,Australia,0
10696,2,Australia,100
10937,3,Brazil,100
10873,3,Brazil,100
11149,3,Brazil,0
10939,3,Brazil,100
10941,3,Brazil,100
11112,3,Brazil,100
11018,3,Brazil,0
10943,3,Brazil,0
10944,3,Brazil,0
10811,3,Brazil,0
11156,3,Brazil,100
10963,3,Brazil,100
11115,3,Brazil,100
11006,3,Brazil,100
10809,3,Brazil,100
10970,3,Brazil,100
10974,3,Brazil,0
10852,3,Brazil,0
10977,3,Brazil,0
11087,3,Brazil,0
10954,3,Brazil,0
10986,3,Brazil,100
10989,3,Brazil,0
11100,3,Brazil,100
10877,3,Brazil,100
10806,3,Brazil,100
10994,3,Brazil,0
10803,3,Brazil,0
